20151101
64         PYRENEES ATLANTIQUES          
CHEMIN     DE LAS BROUSTERES          
IMPASSE    LAS BROUSTERES             
CHEMIN     CAMI DE BACH               
ROUTE      DE BUROS                   
IMPASSE    CAPDEVIELLE                
CHEMIN     CAPITAINE                  
IMPASSE    CARRAU                     
CR         CARREROT                   
IMPASSE    CATOU                      
CHEMIN     DE CLERC                   
CHEMIN     DU CORDONNIER              
CHEMIN     COSSOU                     
CHEMIN     CAZALA                     
CR         DE COUSTALA                
CR         DU CUTOUR                  
CHEMIN     DARRICAU                   
CD         206 DIT ROUTE DE MORLAAS   
PLACE      DU DOCTEUR DUBOUE          
IMPASSE    DES FLEURS                 
CHEMIN     DU GEES                    
IMPASSE    GRATIEN                    
CHEMIN     DE HAU                     
IMPASSE    HONORE                     
IMPASSE    LABARRERE                  
CHEMIN     HIALLE                     
CHEMIN     LACROUTS                   
CHEMIN     DU LAU                     
CHEMIN     LAUGARETTE                 
IMPASSE    LAUGARETTE                 
ROUTE      DE MAUCOR                  
CHEMIN     DE MIEYAA                  
ROUTE      DE MONTARDON               
CHEMIN     MORLANNE                   
ROUTE      DE NAVAILLES               
IMPASSE    PAPILLON                   
ROUTE      DE PAU                     
CHEMIN     PELLIZZA                   
CD         DE PAU A ESCOUBES          
CR         PAUL DU BOIS               
CHEMIN     DE POUCHAN                 
IMPASSE    POMPEU                     
CHEMIN     DU PRESBYTERE              
CHEMIN     PRIVE DE L'OBSERVATOIRE    
CHEMIN     PUYOO                      
IMPASSE    RICOULONDE                 
CHEMIN     DE ROUMIGUE                
IMPASSE    SAINT JOUAN                
CHEMIN     SARRAILHE                  
CHEMIN     SEGUET                     
ROUTE      DE SERRES CASTET           
CHEMIN     DU STADE                   
CHEMIN     DU TOULOUZE                
IMPASSE    VIGNES                     
           commune :     SAINTE COLOME                  departement : PYRENEES ATLANTIQUES          
LOT        SANSON                     
LOT        TABALOU                    
LIEU-DIT   ALOEY ET MARTOURE          
LIEU-DIT   ARREDE                     
LIEU-DIT   ARRICAU                    
LIEU-DIT   ARUETS                     
LIEU-DIT   AUGAREILS                  
LIEU-DIT   BARBE                      
LIEU-DIT   BOUALA                     
LIEU-DIT   CAUBANNE                   
LIEU-DIT   DOUS BERNATAS              
LIEU-DIT   FRADY                      
LIEU-DIT   GAILLES                    
LIEU-DIT   HERRANET                   
LIEU-DIT   LADAURADE                  
LIEU-DIT   LAS ARTIGUES               
LIEU-DIT   LAS BORDES                 
LIEU-DIT   LASBAREILHES               
LIEU-DIT   LASPERCHES                 
LIEU-DIT   MINDA                      
LIEU-DIT   ORT                        
LIEU-DIT   PEROUEILS                  
LIEU-DIT   PINDAT                     
LIEU-DIT   POUMAROU                   
LIEU-DIT   POURE                      
LIEU-DIT   QUATROU                    
LIEU-DIT   RICHETTE                   
LIEU-DIT   DOU SARTHY                 
LIEU-DIT   TABALOU                    
LIEU-DIT   TRESSERRES                 
LIEU-DIT   VILLAGE                    
CHEMIN     ALOUEY                     
CHEMIN     D'ARCAUDE                  
CHEMIN     D'ARRICAU                  
CHEMIN     D'ARRUETS                  
CD         D'ARUDY A NAY              
PLACE      DU BAS BOURG               
CHEMIN     DE BAYLAUCQ                
ROUTE      DE BESCAT ET MIFAGET       
CHEMIN     DU BOILA                   
CHEMIN     DE CARRERE                 
CHEMIN     DE COUNGUES                
CHEMIN     DOUS COUPS                 
CHEMIN     DE L'ESPECIEU              
CHEMIN     DE JORT                    
CHEMIN     DE LABADES                 
CHEMIN     DE LACOUSTETTE             
IMPASSE    LAPALUE                    
CHEMIN     DE LARRIBERE               
CHEMIN     DE LASPERCHES              
CHEMIN     DE LAVIGNETTE              
ROUTE      DE LOURDES A LOUVIE        
CHEMIN     DOUS MOURETS               
CHEMIN     D OSSAU                    
CHEMIN     DE LA PENE                 
CHEMIN     DE PERISSE                 
RUE        PRINCIPALE                 
CHEMIN     D'OUS QUATROU              
CHEMIN     DE LA SARRULETTE           
VC         CAMI D'OU SEIGNOU          
CHEMIN     DE TABALOU                 
CHEMIN     DE TERRANERE               
CHEMIN     DE TERRE ROUGE             
           commune :     SAINT DOS                      departement : PYRENEES ATLANTIQUES          
LIEU-DIT   DARRE LAHON                
LIEU-DIT   ILES DEU MOULY             
LIEU-DIT   PLACE DE HAUT              
LIEU-DIT   TOUYAS                     
LIEU-DIT   REGLAT                     
LIEU-DIT   LES BARTHES                
LIEU-DIT   MOUSSEIGNE                 
IMPASSE    DES BARTHES                
CHEMIN     DE BURET                   
CHEMIN     DE LA BORDE DE LA HAUT     
ROUTE      DE CAME                    
CHEMIN     DE LA CARRERE              
CHEMIN     DU COUDET                  
PLACE      DE L EGLISE                
CHEMIN     DE LA FONTAINE             
CHEMIN     DU MOULIN                  
IMPASSE    DE MOUROU                  
IMPASSE    DE MOUSSEIGNE              
ROUTE      D OLORON                   
ROUTE      DE PEYREHORADE             
IMPASSE    DU PONT DE LARROQUE        
ROUTE      DE SALIES DE BEARN         
           commune :     SAINTE-ENGRACE                 departement : PYRENEES ATLANTIQUES          
LIEU-DIT   ACCULETTE                  
LIEU-DIT   BOIS D AGARAS              
LIEU-DIT   AGUERREBERRIA              
LIEU-DIT   ALCACEBE                   
LIEU-DIT   ALCASSE URRUTIA            
LIEU-DIT   ALCASSOLARRIA              
LIEU-DIT   ANHAU                      
LIEU-DIT   ANSODIA                    
LIEU-DIT   ARBOUTY                    
LIEU-DIT   ARPHIDIA                   
LIEU-DIT   ASCARATEIL                 
LIEU-DIT   BOIS D ASTARINHART         
LIEU-DIT   ATHORO                     
LIEU-DIT   ATHORO PETIT               
LIEU-DIT   BACCUS CO OYHANA           
LIEU-DIT   BAGOLE                     
LIEU-DIT   BARRAGE                    
LIEU-DIT   BEHIAGOITY                 
LIEU-DIT   BEILLOPIA                  
LIEU-DIT   BENHO                      
LIEU-DIT   BERENCHAR                  
LIEU-DIT   BERHOUA                    
LIEU-DIT   BERRIEX                    
LIEU-DIT   BETHATIA                   
LIEU-DIT   BIMBALETTE                 
LIEU-DIT   BOIS D UNDURETTE           
LIEU-DIT   BOIS DE HERNE              
LIEU-DIT   CASERNA                    
LIEU-DIT   CHILOUA                    
LIEU-DIT   CHOLAN                     
LIEU-DIT   EGLISE                     
LIEU-DIT   ELHORRIETTE                
LIEU-DIT   ERAYCE                     
LIEU-DIT   ERRECABELSA                
LIEU-DIT   ERRECACHINETTE             
LIEU-DIT   ESPILDOY                   
LIEU-DIT   ESPONA                     
LIEU-DIT   ESPONDABURU                
LIEU-DIT   EYHARCEORDOQUIA            
LIEU-DIT   GAHARDOY                   
LIEU-DIT   BOIS DE GARANAGUERRY       
LIEU-DIT   HARRIGONIA                 
LIEU-DIT   HEGUILLA                   
LIEU-DIT   BOIS DE HEYLE              
LIEU-DIT   HILAGUE                    
LIEU-DIT   BOIS DE HISCONDISSE        
LIEU-DIT   IBARBORDE                  
LIEU-DIT   IBARRA                     
LIEU-DIT   IHISCOTTE                  
LIEU-DIT   ILHARBISCORRA              
LIEU-DIT   ILHARREGUY                 
LIEU-DIT   ILHORRIAGUE                
LIEU-DIT   INCATCIA                   
LIEU-DIT   BOIS D ISSEYTO             
LIEU-DIT   ITCALETTA                  
LIEU-DIT   JAURA                      
LIEU-DIT   KAKOUETA                   
LIEU-DIT   LACURDE                    
LIEU-DIT   LARLUSSIA                  
LIEU-DIT   BOIS DE LARRANDABURIE      
LIEU-DIT   BOIS DE LARREGORRY         
LIEU-DIT   LATAILLADE                 
LIEU-DIT   BOIS DE LECHARTXU          
LIEU-DIT   LEPHOCHINE                 
LIEU-DIT   LOSCO                      
LIEU-DIT   MUCU URRUTIA               
LIEU-DIT   MUGAPIA                    
LIEU-DIT   MURUCHE                    
LIEU-DIT   BOIS D OILLOQUI            
LIEU-DIT   PICATEBURIA                
LIEU-DIT   SAINT LAURENT              
LIEU-DIT   SANTA                      
LIEU-DIT   SOCCOROS                   
LIEU-DIT   SUSCOUSSE                  
LIEU-DIT   SUSTOQUI                   
LIEU-DIT   TOUSTAOU                   
LIEU-DIT   UCHARRA                    
LIEU-DIT   UHALTIA                    
LIEU-DIT   ULHUNA                     
LIEU-DIT   UNGURATURU                 
LIEU-DIT   URRUSTERRY                 
LIEU-DIT   URRUTIA                    
LIEU-DIT   URUSO                      
LIEU-DIT   UTCIA                      
LIEU-DIT   UTCIA CO OYHANA            
LIEU-DIT   UTHURUSCA                  
LIEU-DIT   VILLAGE                    
           commune :     SAINT-ESTEBEN                  departement : PYRENEES ATLANTIQUES          
LIEU-DIT   ABARRATIA                  
LIEU-DIT   AGUERRE MENDY              
LIEU-DIT   AINCY                      
LIEU-DIT   ATHANO                     
LIEU-DIT   BELLACARE                  
LIEU-DIT   BETATOUA                   
LIEU-DIT   ECHAUX                     
LIEU-DIT   L EGLISE                   
LIEU-DIT   ESPINDEGUY                 
LIEU-DIT   ETCHEBERRY                 
LIEU-DIT   GARRALDE                   
LIEU-DIT   GARRALDE ERRECA            
LIEU-DIT   GELOS                      
LIEU-DIT   HABIA                      
LIEU-DIT   HARAN                      
LIEU-DIT   HARANCARE                  
LIEU-DIT   HARANCOU                   
LIEU-DIT   HOULETTE                   
LIEU-DIT   IBARGARAT                  
LIEU-DIT   IPHARGAINETA               
LIEU-DIT   IROUIT                     
LIEU-DIT   IROUIT COBORDA             
LIEU-DIT   IROY                       
LIEU-DIT   ITHURBURU                  
LIEU-DIT   ITHURRIATCHE               
LIEU-DIT   JAUREGUYMENDY              
LIEU-DIT   LATCHAPOURU                
LIEU-DIT   MENDIBURUCOBORDA           
LIEU-DIT   MENDIVIT                   
LIEU-DIT   OHARRATCHETA               
LIEU-DIT   OILLAKI                    
LIEU-DIT   ORDOQUIA                   
LIEU-DIT   PARACHOUCOBORDA            
LIEU-DIT   PICOTCIA NORD              
LIEU-DIT   PICOTCIA SUD               
LIEU-DIT   LAPLACE                    
LIEU-DIT   RECART                     
LIEU-DIT   SORHABURU                  
LIEU-DIT   QUARTIER ABARRATIA         
LIEU-DIT   QUARTIER ARGAINIA          
LIEU-DIT   QUARTIER ATHANO            
LIEU-DIT   QUARTIER L EGLISE          
LIEU-DIT   QUARTIER ERRECA MORCHILO   
LIEU-DIT   QUARTIER IPHARGAINETA      
LIEU-DIT   QUARTIER IROUIT            
LIEU-DIT   QUARTIER OIHAN CHOKO       
LIEU-DIT   QUARTIER OLHETA            
LIEU-DIT   QUARTIER PLAZA             
LIEU-DIT   QUARTIER SORHABURU         
LIEU-DIT   QUARTIER URRUTIA           
           commune :     SAINT ETIENNE DE BAIGORRY      departement : PYRENEES ATLANTIQUES          
LIEU-DIT   ABRACO                     
LIEU-DIT   ABRAKU                     
LIEU-DIT   ACOSTEY KO HEGUIA          
LIEU-DIT   AHARZUN                    
LIEU-DIT   AHUNTZ ATEKETAKOA          
LIEU-DIT   AHUNZAIN                   
LIEU-DIT   AIHARIBAR                  
LIEU-DIT   ALHAIZ                     
LIEU-DIT   AMBULOCHI LO               
LIEU-DIT   AMESTOY                    
LIEU-DIT   AMEZTIA                    
LIEU-DIT   ANCOLA                     
LIEU-DIT   ANCOLA CO ERRECA           
LIEU-DIT   ANTONGORRI                 
LIEU-DIT   ANZIA                      
LIEU-DIT   APALAY                     
LIEU-DIT   APARAIN ERREKA             
LIEU-DIT   APIALEPOA                  
LIEU-DIT   ARCALEPHO                  
LIEU-DIT   ARCHURITSERRECA            
LIEU-DIT   ARCHURY                    
LIEU-DIT   ARPUSANE                   
LIEU-DIT   ARRAMBIDE                  
LIEU-DIT   ARRATIA                    
LIEU-DIT   ARRAUKOA                   
LIEU-DIT   ARRETECOA                  
LIEU-DIT   ARROKADY                   
LIEU-DIT   ASCONNEGUY                 
LIEU-DIT   ASKALAUNZE                 
LIEU-DIT   ASTOI KO MALDA             
LIEU-DIT   AUSKIE                     
LIEU-DIT   AUZKIA                     
LIEU-DIT   AUZOTTIPI                  
LIEU-DIT   BAIHUNTZA                  
LIEU-DIT   LA BASTIDE                 
LIEU-DIT   BAZAGAITZ                  
LIEU-DIT   BAZAGAIXA                  
LIEU-DIT   BEHEREKO KARRIKA           
LIEU-DIT   BELASTOY                   
LIEU-DIT   BELECHI EST                
LIEU-DIT   BELECHI OUEST              
LIEU-DIT   BERCETCHE                  
